Name,Lecture,Comment,Time,Likes,Reply Count,Sentiments
@m.shahbaz4542,3,Sir please share community Link,2023-05-31T03:15:54Z,0,0,neutral
@Sports.12754,3,Allah jaza e kher de❤,2023-05-31T01:41:32Z,0,0,positive
@amzonvedio6544,3,Well done sir you give ai coures free  god bless you,2023-05-30T21:18:01Z,0,0,positive
@swatian2069,3,May Allah bless u in both of the worlds.,2023-05-30T21:15:08Z,0,1,positive
@backoffice-xq4md,3,Jazak Allah sir,2023-05-30T20:59:53Z,0,0,positive
@faisalqureshi5098,3,Lecture 2 kidhr hai sir?,2023-05-30T20:13:51Z,1,1,neutral
@Boss_Baby786,3,"Sir thek kaha &quot; hmara dimagh khrab hy,",2023-05-30T19:53:04Z,0,0,negative
@Boss_Baby786,3,Jzakallah sir...best video,2023-05-30T19:51:52Z,0,0,positive
@imranmrimh,3,gala lecture konsa hoga Sir?,2023-05-30T19:37:49Z,0,1,not
@imranmrimh,3,Thanks for the lecture Sir,2023-05-30T19:28:18Z,1,0,positive
@ghazikhan9888,3,can we use it on the phone?,2023-05-30T19:06:34Z,0,0,neutral
@ghazikhan9888,3,Sir an you tell us how we can use ChatGPT 4 free?,2023-05-30T19:05:48Z,0,0,neutral
@khadijasiddiqui7754,3,"Sir share bhi kia hy,and retweet bhi",2023-05-30T18:46:20Z,0,0,positive
@hafizmudassar8231,3,"Sir, As first lecture of AI is uploaded after editing on Youtube Channel. Why 2nd lecture doesn&#39;t upload yet. Plzz Upload all Lectures of AI after editing.",2023-05-30T18:22:30Z,0,2,negative
@toobaaziz8713,3,ab sahi h sir,2023-05-30T18:21:18Z,0,0,positive
@adnanidreesfreelancer8179,3,great mashallah,2023-05-30T18:17:46Z,0,0,positive
@saqleinshah3283,3,Aoa Sri Irfan Malik g ❤,2023-05-30T17:45:29Z,0,0,positive
@fauzia45khan92,3,Everything is good,2023-05-30T16:49:35Z,3,0,positive
@m.bashar4309,3,Nice,2023-05-30T16:49:22Z,0,0,positive
@samklick,3,Yes sir clear ha,2023-05-30T16:47:51Z,0,0,neutral
@nawazishhussain2431,3,"Sir Irfan sb,  aap kuchh preshan lag rehe hen.  Everything is OK sir  ?<br>I am happy if i could do anything for you.",2023-05-30T16:47:23Z,2,4,positive
@samklick,3,Yes,2023-05-30T16:47:13Z,0,0,the
@ABCDEF3881,4,i am just listening and watching lecture 4 which says that Google Bard extracts its information from the internet in real time then what is the difference between Google itself and the Bard. please clarify,2024-01-05T06:10:56Z,0,0,neutral
@incentivee,4,Excellent,2023-12-28T13:25:43Z,0,0,positive
@ahsan462agk5,4,masahAllah very good work may You live long,2023-12-21T16:10:59Z,0,0,positive
@user-vo7hi9bg3v,4,May Allah pak bless you Irfan Malik sahib a long life and success in this journey.Ameen Suma Ameen.,2023-12-19T17:05:02Z,0,0,positive
@user-gn1fx7vu6g,4,Sir ap ke students intelligent NAHI ahn...... response NAHI dy rahen Hain...... shayad Kuchh aur mehnat Karni pare gi ap ke students pr,2023-12-15T05:33:44Z,0,0,negative
@doublenews2068,4,It&#39;s my fourth lecture continuosly watching,2023-12-08T10:40:22Z,0,0,neutral
@misrahmaqboolofficial,4,Very informative and well explained 👏,2023-11-29T18:06:52Z,0,0,positive
@motivateme0147,4,sir apna adress btain main bhi bwp main rhti hun plzzz,2023-11-24T18:14:39Z,0,0,neutral
@tauqeerkhan7112,4,here same image present in India Kanpur on Dt.18.11.2023,2023-11-18T07:27:11Z,0,0,neutral
@amjadshabbirfoundation9965,4,good,2023-11-18T03:06:15Z,0,0,positive
@somiishaw2572,4,I was very curious about chatgpt n other models like how do they work. Excellent effort jazakallah I&#39;m learning a lot,2023-11-16T05:04:25Z,0,0,positive
@umekalsoom614,4,MashaAllah<br>Great 👍 ❤,2023-11-15T13:48:12Z,0,0,positive
@ALIKHAN-uh6tr,4,Thankyou so much Irfan malik and Dr. Sheraz and Dr. javed iqbal too😍😍,2023-11-11T15:50:08Z,0,0,positive
@ALIKHAN-uh6tr,4,Dr. javed sir really great to see you here,2023-11-11T15:48:49Z,0,0,positive
@naeemsh75,4,"why bard speaks almost all Indian languages even local language not Urdu which is national language of Pakistan, i even search and listen the training session of bard it is also been recorded in the voice of someone who have Indian accent",2023-11-11T08:19:43Z,0,0,negative
@user-mp6qn5wm4z,4,DR sahb really motivated us now I am charged,2023-11-10T20:57:20Z,0,0,positive
@hussanali9706,4,Inshallah sir,2023-11-05T18:01:41Z,0,0,neutral
@khurrampiracha23,4,"Believe it or not.  This video was recorded 4 months ago and I am watching it today.  I am in Dallas TX and I always loved learning from Pakistani teacherssince I did my metric from there.  These 2 amazing teachers are just awesome.   Just by the way they talk, you can tell their genuine desire to teach and see us succeed.  I will not say thank you but I will way &#39;JazakAllahKhair&#39; to everyone and their families.  May Allah alway give you all health, wealth, happiness and peace of mind.    I definitely want to meet both teachers when I visit Pakistan next year in sha Allah.",2023-11-03T15:32:35Z,1,0,positive
@Nadiakiran5778,4,Ma sha ALLAH thanks for guidance,2023-11-01T10:35:14Z,0,0,positive
@sharjeelmushtaq5470,4,sir play ground pAID HY? BECAUSE THAT IS not giving result,2023-10-25T10:11:55Z,0,0,negative
@mehranmani8828,4,Aslam U Alikum sir Can you attach the Assignment here.,2023-10-24T07:44:25Z,0,0,neutral
@majidalishabrani2769,4,We are thinkful of Sir IRFAn Malik And Sheroz Sir,2023-10-21T05:58:30Z,0,0,positive
@ashiiqbal6939,4,MAZA AA GAYA COURSE KA. KEEP IT UP,2023-10-19T12:45:12Z,0,0,positive
@NajeebRehman-cu1qn,4,Sir will we get certificate after complete this course?,2023-10-19T06:39:08Z,0,0,neutral
@NajeebRehman-cu1qn,4,I love you both of our respectable sir❤,2023-10-19T06:37:40Z,0,0,positive
@NajeebRehman-cu1qn,4,I love you both of our respectable sir❤,2023-10-19T06:37:32Z,0,0,positive
@SyedFarazkazmi,4,Mashallah❤,2023-10-15T06:40:54Z,0,0,positive
@user-qh6mi3nv9c,4,"Ye bohat cool hai,chat GPT to iska chota Bacha hai",2023-10-14T16:27:14Z,0,0,positive
@user-qh6mi3nv9c,4,Ap ne google bard Kay bare main starting main he bta Dena tha.,2023-10-14T16:26:45Z,0,0,the
@user-qh6mi3nv9c,4,Dear Irfan malik,2023-10-14T16:26:15Z,0,0,neutral
@user-nx7ex3cd8h,4,sir how can I register myself for assignement,2023-10-10T19:17:07Z,0,0,neutral
@aqsasharafat2263,4,I want to participate in that quiz,2023-10-09T11:09:10Z,0,0,positive
@aqsasharafat2263,4,Sir that farm will available now?,2023-10-09T11:08:11Z,0,0,neutral
@deen-e-islam876,4,"assalamu alaikum sir , meny a abhi dekhna shro kia hy quiz session waghera me kis tarah krskta ho .",2023-10-07T09:33:44Z,0,0,neutral
@SaifUllah-cb6gk,4,thank you sir,2023-10-05T17:40:50Z,0,0,positive
@AbdulGhafoorcu__,4,"<a href=""https://www.youtube.com/watch?v=ZnOIJq6HjI4&amp;t=10m38s"">10:38</a> how the model get the latest data",2023-10-04T17:29:04Z,0,0,neutral
@thezubaria,4,My prompt was : A frock made of feathers,2023-10-02T02:38:46Z,0,0,neutral
@adilwaqas145,4,Sir Irfan and sir sheraz <br>Sada sallamat rahein. Ameen ❤,2023-10-01T08:17:54Z,0,0,positive
@ahsansadiq426,4,Pakistan level p ni sir ye urdu language level p bht umida lectures hn me dality sun rha sikh rha hn ❤❤❤❤,2023-09-28T15:51:39Z,0,0,positive
@robinarobina436,4,Solute to Dr Sheraz,2023-09-27T07:16:01Z,0,0,positive
@hariswaseem17,4,"what happened at <a href=""https://www.youtube.com/watch?v=ZnOIJq6HjI4&amp;t=42m45s"">42:45</a> suddenly topic changed ?",2023-09-26T00:10:04Z,0,0,neutral
@Anas-vd8tp,4,"Sir g, main CA kr raha hon, or CAF Level pr hon,<br>Sir g apko he dekh kr, Digiskills pr Freelancing seekhi , or VIdeo Editing ki services provide kr ka, apna CA ko Independently Finance kr raha hon,<br>CA k Paper on-going tha to Jabhi AI ka course main enroll nahi hosaka or bohat sara Quiz miss hogay hain, to kya main woh Quiz wapis de sakta hon,<br>And second ya ka, apko be Maloom he hoga ka CA study is a tough Job, to ap kiya Suggest krain ga ka muje AI ko carry kr ka le kr chalna chahia, ya apni Study pr he Focus krna chahia.<br><br>Kyon ka main nahi chahta ka duniya aga nikal jay or main duniya ko dekhta he rahon.<br><br>Sir g, apka jawab ka intizar rahay ga.<br>Jazakallah.",2023-09-23T21:51:33Z,0,0,neutral
@tenenglishwordsdaily,4,sir you are doing great job❤❤,2023-09-20T11:04:48Z,0,0,positive
@tenenglishwordsdaily,4,❤❤❤,2023-09-20T10:59:18Z,0,0,positive
@M_Zain_,4,"<a href=""https://www.youtube.com/watch?v=ZnOIJq6HjI4&amp;t=47m07s"">47:07</a> Meme. Kehna kia chahte ho bhai 😅",2023-09-18T14:38:08Z,0,0,positive
@rabeetbukhari4594,4,Such a Quality Content. Without any Cost. They only demand &quot;ATTENTION&quot; from Us. Love U,2023-09-18T07:04:06Z,1,0,positive
@ARTWITHZARA971,4,sir sikhana kb shuroo kren gy 4 videos ho gyin hn just lecture,2023-09-17T17:44:49Z,0,0,negative
@user-uu8lm2zn9c,4,best initiative for pakistani youth to earn while in Pakistan,2023-09-17T16:50:20Z,0,0,positive
@hameduddin2061,4,Great lecture ❤❤❤,2023-09-16T10:24:49Z,0,0,positive
@d48on61,4,"I really hope that soon it will get to implementation stage or the real world practical, developmental stage",2023-09-15T09:15:48Z,0,0,positive
@leadthewaypak,4,yar ak kam ka nh parha rhy ho ap. just baty AI ki kar rhy ho. practical implement karna sekhao .,2023-09-14T10:50:03Z,0,1,negative
@ummersiddique,4,"Asalam u Alikum, How can I get colab book ? Does anyone have the link to the colab code book?",2023-09-14T03:05:46Z,0,0,neutral
@javeriashahid3173,4,Even university teachers don &#39;t care that we are not getting their points. And they let the content as complex as they can. Listening these two people is more comfortable. Mr. Irfan Malik should be the teacher of molecular biology too🤣.,2023-09-11T15:57:41Z,8,0,negative
@pyschescribe,4,I can&#39;t join Google Classroom?😭😭😭,2023-09-11T05:14:53Z,0,0,negative
@nokibiu,4,Amazing way to teach,2023-09-08T15:05:00Z,0,0,positive
@nokibiu,4,I impressed with you I first sight,2023-09-08T15:04:41Z,0,0,positive
@UniqueSchool-jq3se,4,thanks Irfan Bhai,2023-09-08T12:50:13Z,0,0,positive
@doctorkhizar,4,I am loving these lecture. Alhumdulilah Allah give ajar to you all,2023-09-02T22:42:47Z,0,0,positive
@mharumair6498,4,Very helpful ❤,2023-09-02T06:51:42Z,0,0,positive
@UzmaGaming,4,Sir google bard p kasy access kry?,2023-08-28T08:03:37Z,0,0,neutral
@wickettakers5081,4,hi sir ..sir me nay aj ye lecture liya ha ap ne jo quiz send kiya ha wo responces accept nai kar rha,2023-08-25T10:26:01Z,0,0,negative
@user-qm2ms4yk2p,4,Hugging face stable diffusion is not working. The space has been paused by its owner.,2023-08-24T11:53:45Z,0,0,negative
@engineertoqeer,4,Jazak Allah Iran Malik and Doctor Sheraz.,2023-08-24T07:01:39Z,0,0,positive
@blessing828,4,hugging face pe akai woh option nahi araha bohat different interface aya haii mere pas,2023-08-23T05:26:27Z,0,0,negative
@meindee02,4,Sir i need pptx please provide me,2023-08-21T17:49:42Z,0,0,neutral
@muqadasaabdulbasit4914,4,Aoa! Respected sir. I am taking your lectures from a week ago. I want those quizzes that you provided during an online session. kindly tell me how can I get those quizzes and assignments. If possible then plz tell me.,2023-08-21T08:13:29Z,2,0,neutral
@majeedullah9156,4,❤❤❤❤❤,2023-08-21T01:13:01Z,0,0,positive
@dmextreme1957,4,"colab notebook and slides: <a href=""https://drive.google.com/drive/folders/16ePoT1BdXTwTdWMzWeeIRkJD48mNVFK-?fbclid=IwAR3fki8JKyr9f-haqCVNX9ibBlbrSYGCmF_P0VShZo4M1mWLbtLBEY7fv1E"">https://drive.google.com/drive/folders/16ePoT1BdXTwTdWMzWeeIRkJD48mNVFK-?fbclid=IwAR3fki8JKyr9f-haqCVNX9ibBlbrSYGCmF_P0VShZo4M1mWLbtLBEY7fv1E</a><br><br>Note: main ny kabhi likes nhin mangy lekin agr ap log like kro gy to ye comment top py rank kry ga or mairi tra kisi ko maheena lga k notebook nhin dhondni paray gi. Jazakallah khair❤",2023-08-17T19:53:20Z,0,0,positive
@muhammadfahadali235,4,dont  give up sir,2023-08-16T19:48:56Z,1,0,positive
@raiusamaakram,4,Anyone have previous assignment  kindly share with me,2023-08-14T19:46:09Z,0,0,neutral
@hamzaaftab4139,4,How I am join community what&#39;s app group please kindly answer,2023-08-13T10:32:26Z,0,0,neutral
@muhammadmaeen1734,4,"Masha Allah, The entry of Sir Dr. Javeed Iqbal is really motivated for us too. A special thanks and pray for him.",2023-08-11T19:30:23Z,10,0,positive
@CRICCANVAS5616,4,SIR I DON&#39;T KNOW WHY BUT  SIR SHERAZ KI EXAMPLES OR WORD APAS MEIN MERAY LIAY RELATE NAHIN KAR PAA RAHI BALKAY MAZEED CONFUSION HO GAI HAI😭,2023-08-11T18:56:26Z,0,0,negative
@sahilsartandcraft,4,does bard have playground like chatgpt,2023-08-09T19:22:41Z,0,0,neutral
@syedahsanraza2057,4,Lecture 4 half done just a reminder for myself,2023-08-08T20:10:49Z,0,1,neutral
@Eden-pv8tu,4,"Here in this course you first discuss about ai tools Claude, bard, stable diffusion then suddenly you shifted towards ML models You switched, please tell what is the table of content of this class 4 and also tell about complete course content thanks ❤",2023-08-07T10:11:14Z,1,0,positive
@Eden-pv8tu,4,AoA sir please tell what is the road map of this course what will be our final destination also please tell about course complete table of content Really this is tooooo confusing please help❤,2023-08-07T09:47:09Z,0,0,negative
@mohdammar7798,4,love from 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,2023-08-05T04:21:31Z,1,0,positive
@muhammadyasir.,4,❤,2023-08-02T06:28:14Z,0,0,positive
@hassaankhalid493,4,The real Soldier of Pakistan is Sir Irfan Malik...Salute to you and your team.,2023-08-01T19:03:19Z,1,0,positive
@muhammadjunaid3193,4,I AM LATE AND I NEED ASSIGNMENT THAT IS ASSIGNED IN THIS LECTURE,2023-07-28T06:23:58Z,0,0,negative
@ibrahimSajid-id1kz,4,Allah app dono ko shad abad rakhe .ameen.thanks sir,2023-07-28T02:37:55Z,0,0,positive
@mussaratabbas7848,4,"Easy language, to the point discussion, easy to understand. U guys a incredible ❤",2023-07-27T11:48:49Z,2,0,positive
@sheenkhan2242,4,Sir Irfan allah pak apko bojt kmyab kry sir mujy ap k lecture sy boht motivation or energy milti ha,2023-07-27T08:44:20Z,0,0,positive
@adnanabbas7767,4,Irfan Bhai Zindaabad Pakistan Paindaabad❤😊,2023-07-26T21:30:15Z,0,0,positive
@poojasachdeva6314,4,You both are amazzzzzzzzingggggggggg,2023-07-26T12:14:31Z,0,0,positive
@poojasachdeva6314,4,Hardly find such videos where such simple language is being used,2023-07-26T11:24:24Z,1,0,positive
@poojasachdeva6314,4,This man is amazing. Bahut acha samjayya,2023-07-26T11:23:41Z,0,0,positive
@muzammilsattar7981,4,Inshaallah Future of Pakistan will be bright,2023-07-25T18:36:43Z,0,0,positive
@hasnainbashir8264,4,"Excellent nd all pleasures from core of my heart for u urs team efforts. <br>I request u that some English words use during lessons, if possible tell the meaning.i M totally raw hand,only BA n 2000. Stay bless",2023-07-23T18:49:14Z,0,0,positive
@raysacademymustafakamal7229,4,mashaallah sir doing fantastic,2023-07-23T12:54:33Z,1,0,positive
@SawishMehndiinstitude,4,Completed 4 lectures ☺️ I am so thankful to both of you sir sheraz and sir Irfan....☺️☺️,2023-07-22T12:03:36Z,5,3,positive
@kohinoortvmedia2305,4,great I love it,2023-07-22T04:19:04Z,0,0,positive
@qasimatta1517,4,Nice work sir,2023-07-20T04:08:35Z,0,0,positive
@saadrao804,4,"sir Irfan Malik you said in this lecture that bard is very updated It can give you the latest answer according to the prompt but it can not go to the internet and collect data for you(you added). but here bard is saying something different. I am not trying find your mistakes, I am just correcting myself. I just want to clear my concept. so plz do not take it wrongly.<br>my prompt:<br>do you know you are better than chat gpt.<br>bard&#39;s response:<br>I am still under development, so I am not sure if I am better than Chatgpt. However, I do have some advantages over Chatgpt. For example, I am trained on a larger dataset of text and code, which means that I have a wider range of knowledge. &quot;I am also able to access and process real-time information from the internet, which makes me more up-to-date&quot;.<br><br>my prompt:<br>you mean that you can access real-time data from internet at the same time when user writes any prompt? <br>bard&#39;s response:<br>Yes, that is correct. I am able to access and process real-time information from the internet at the same time when a user writes a prompt. This means that I can provide up-to-date information, even if the prompt is about a current event or a topic that is changing rapidly.<br><br>For example, if a user asks me &quot;What is the latest news about the war in Ukraine?&quot;, I will be able to access the latest news articles from the internet and provide them with a summary of the latest developments.<br><br>my prompt:<br>if the article is posted 1 second ago then can you still access it?<br>bard&#39;s response:<br>Yes, I can still access an article that was posted 1 second before. I am able to do this because I am connected to a number of real-time data sources, such as newswires, social media platforms, and financial data providers. These sources are constantly updating their data, so I am able to access the latest information as soon as it is available.",2023-07-17T21:03:26Z,2,0,neutral
@azharlasiofficial,4,Very informative session,2023-07-15T08:15:39Z,0,0,positive
@ayeshamishisvlogs2952,4,Awesome veey well explained information jazakaAllah kher sir irfan,2023-07-13T02:39:52Z,0,0,positive
@WaqasAhmad-yx4ns,4,Sir kia ye Google Bard serf copy pasting ka kam krta hai ya phir khud se bhi information generate karta hai ???????,2023-07-11T16:20:47Z,0,0,neutral
@checkmymind,4,Sir Thanks For providing high quality content and lecture about Artificial Intelligence.,2023-07-11T06:49:49Z,3,0,positive
@FaisalJavid,4,Dr: Sab <br>koi mushkil name laty hayn aor pochty hayn <br>Naam sun k darrr lagta hay?<br>Me :<br>Ni<br><br>😂,2023-07-09T10:20:27Z,0,0,positive
@seemadawood7239,4,"Question❓<br>Why couldn&#39;t I see any girl student in your classroom, although it&#39;s 4th leasson...??",2023-07-08T05:18:33Z,0,0,negative
@muhammadimtiazanwar,4,Thank You,2023-07-07T15:39:15Z,0,0,positive
@kiranch7534,4,Thank you sir,2023-07-07T13:47:36Z,0,0,positive
@user-pr2uj1he9v,4,Sir Question ye hai k agar Bard itna acha aur real time hai. so why we use GPT?,2023-07-06T16:40:35Z,0,0,neutral
@auspices,4,i have just joined your AI free basic course. I&#39;m in lecture no 3 currently. can i get your complete presentation on all lessons? and how can I join your WhatsApp group coz its already full now,2023-07-06T12:40:12Z,0,0,neutral
@user-ps4wx7eh2m,4,Sir  GPT ki tra bard ka b koi play Ground hy?,2023-07-03T22:30:33Z,0,0,not
@afzaalshakeel6873,4,Well done sir. Thanks for this effort for us.,2023-07-03T15:24:56Z,0,0,positive
@mychoice1832,4,I personally used bard and i like it most,2023-07-02T17:53:54Z,0,0,positive
@hiragul3825,4,Jazak Allah Irfan bhai and special thanks to Sir for explaining everything nicely 😊,2023-07-01T20:18:14Z,2,0,positive
@user-ie2ht3uz4y,4,Sir i watch your lecture on youtube. I wish to check my level please share quiz with me too. I watch the lecture twice to understand deeply.,2023-07-01T08:22:21Z,5,0,positive
@mbaig1825,4,irfan sir aap ka story build method bohat zabardast hota iss se matric level student bhi easy se understand kr sakta hai...good luck ...ALLAH PAK aur ilm ataa farmaye aap ko...,2023-06-30T18:44:33Z,0,0,positive
@abdullahs3489,4,sir ye slides please available kara dein website pe. please sir,2023-06-27T09:52:40Z,0,0,positive
@MehreenJamshed,4,I need quiz link please...... I have started recently and alhamdulilah heading towards completion,2023-06-26T16:51:47Z,0,0,positive
@sababhatti9886,4,unable to join whatsapp community ...its full,2023-06-25T15:46:56Z,0,0,negative
@fazalmahmood3825,4,"kindly allow the quizes and assanments  to whid the course videos ,am un register viewed sir",2023-06-25T12:11:50Z,0,0,negative
@plofficial5258,4,Sir to be honest you are a hero ....,2023-06-24T20:16:40Z,0,0,positive
@wajahatriazmirza,4,Stop running this domain!,2023-06-24T13:38:55Z,0,0,negative
@syedshah4519,4,Salute to our mentors...............Allah ji app ko sehat wali lambi zindagi atta farmayein.....aur app ka saiya hum per ta hayat qaim rakhay.,2023-06-22T17:43:06Z,1,0,positive
@SIRASIFJALAL,4,"sir mene bard or chatgpt ko compare kya with real example, i think bard is not good for coding job. you can see in this video :   <a href=""https://youtu.be/VXTPXFE9BrE"">https://youtu.be/VXTPXFE9BrE</a>",2023-06-22T04:54:42Z,0,0,negative
@user-bw6ez3rd1y,4,Sir irfan is disturbing a lot by doing such a things like drinking water using mob etc our concentration is getting lost plz sir sit aside till your turn to learn us please.,2023-06-21T04:14:55Z,0,1,negative
@user-kd5if3eu5x,4,"Is stable diffusion software free???<br>is me asses kasa karna hy means open kasa karna hy",2023-06-18T19:55:24Z,0,0,neutral
@farhanaz-xo6vz,4,AMAZING//....JAZAK ALLAH,2023-06-18T18:17:47Z,0,0,positive
@Cosmos664,4,Great job sir love u always,2023-06-18T16:44:15Z,0,0,positive
@Miss_Rose22,4,Sir GPT Wikipedia se data kiun nhi lairaha Twitter se agar  nhi Mila data to????,2023-06-18T12:13:42Z,1,0,negative
@blissfulhealthcarerelaxing1570,4,Superb!❤❤,2023-06-16T15:28:11Z,0,0,positive
@muhsantech5365,4,Amazing sir,2023-06-16T07:22:38Z,1,0,positive
@user-ku3tg4uj6k,4,Congratulations Sir 100K Subscribers,2023-06-15T06:56:53Z,1,0,positive
@naimalarain9271,4,"At <a href=""https://www.youtube.com/watch?v=ZnOIJq6HjI4&amp;t=54m50s"">54:50</a> sir stable diffusion me jb output ayega to image ka size adjust kr skty hein hum",2023-06-14T13:58:19Z,0,0,not
@Geokidstv,4,کیا ہم اس کی مدد سے ایک امیج کا لوپ تیار کر سکتے ہیں ویڈیوز میں استعمال کے لیے,2023-06-13T22:22:47Z,0,0,neutral
@TheBeautifulCreation07,4,Sir apki video download krty wqat payment method arha h <br>Ye kia h iska bta dyn <br>Qky net issue ki wja s online dekhna mushkl hota h + notes bnany m b problem hoti h,2023-06-12T09:44:26Z,1,4,negative
@EntertainZ,4,Is stable diffusion software free???,2023-06-12T09:37:56Z,0,0,neutral
@sassicollection,4,I am just Matric can I learn AI,2023-06-11T18:19:45Z,1,1,neutral
@sassicollection,4,AoA,2023-06-11T18:19:07Z,0,0,the
@rohitkumar2.0,4,"mai live class me kaise aa sakta hun. i am from india❤ <a href=""https://www.youtube.com/watch?v=ZnOIJq6HjI4&amp;t=2m06s"">2:06</a>",2023-06-11T08:18:36Z,0,1,positive
@MuhammadBilal-ex9zv,4,Allah accept your efforts sir.. Really appreciating your work...,2023-06-10T15:01:08Z,0,0,positive
@Riz143536,4,"<a href=""https://youtube.com/shorts/IhLngzeEjpM?feature=share"">https://youtube.com/shorts/IhLngzeEjpM?feature=share</a>",2023-06-09T19:59:28Z,1,0,not
@shahabattari3822,4,"<a href=""https://www.youtube.com/watch?v=ZnOIJq6HjI4&amp;t=09m33s"">09:33</a> is the question  you was expecting is this: &quot;Why ChatGPT got more hype and importance than Bard even if Bard have real-time information?&quot;",2023-06-09T14:35:55Z,0,2,neutral
@bongostechs5427,4,Sir language knsi use krni ap logon ny,2023-06-09T11:48:34Z,1,3,not
@hirashah7774,4,Sir please guide me about implementation of chat GPT.....which software i shout use....what should i do practically.thanks jazak Allah,2023-06-09T10:37:10Z,0,0,positive
@PakistanInstitute,4,Sir ap google bar or chat gpt ko zara ye instruction to de kar dekhe just simple k &quot;Please do not write any thing even a character or word&quot; aur phr uska response dekhe k kya wo age se response deta ha ya phr chup rehta ha...,2023-06-09T07:59:02Z,0,0,neutral
@nooreayesha,4,I am new student here just discover your lectures Allhumdulilah I have completed 4th lecture today ...but sir how to complete aur assignments and    where to submit... <br>Sir we need hands on experience,2023-08-29T03:56:48Z,0,0,positive
@wickettakers5081,4,hi sir ..sir me nay aj ye lecture liya ha sir jo ap ne quiz ka link send kia ha wo ab responces accept nai kr rha. plz sir ise dekh leen,2023-08-25T10:19:32Z,0,0,negative
@tayyabmuhammad1154,4,both of very nice and funy,2023-08-24T03:07:34Z,0,0,positive
@sidharthsaanvimom6042,4,"Salam . Sir <br>Thanks sir your lectures are so informative and motivational,<br>Sir watching recordings so please any one can guide from where i can see quiz and assigments ..",2023-08-17T05:14:48Z,0,0,positive
@malikzia7847,4,Excellent good effort for the nation,2023-08-03T15:26:58Z,0,0,positive
@funzaman,4,ذرا نم ھو تو یہ مٹی بڑی زرخیز ہے ساقی,2023-07-24T15:46:40Z,0,0,positive
@nadiasiddiq5876,4,Where we get slides?,2023-07-23T18:48:58Z,0,0,neutral
@azharsco,4,"Assalam o Alaikum Sir. BWP min ap ny Apna software house bna rkha hy jahan Matric , FSC / ICS, Graduation k bachy aa kr training ly skin ..??",2023-07-21T03:12:29Z,0,0,neutral
@user-hq2cl7wz9p,4,keep it up sir.,2023-07-19T08:53:40Z,0,0,positive
@sairasami-dt5jn,4,"Allah bless both of u❤,<br>Mry 3 choty bachy hen so me rat ko 1 bjy k bd he  time nikalti hoon learning k Liye, Alhamdulliah aj lecture num 4 complete hua, inshAllah 4 maheeny course complete krn giek request hy k last me 5 to 6 minutes me lecture summrise kr dia karen❤",2023-07-16T20:58:01Z,0,0,positive
@hiragul3825,4,Quiz questions email hon gy?,2023-07-14T20:54:40Z,0,0,neutral
@ABCDEF3881,4,Sir one question irritates me that if Google bard is so good and real then why not to know about this rather going for chat gpt.,2023-07-13T09:52:12Z,1,0,negative
@knowledgeispower750,4,"Sir , I am a Pak medical doctor working in UAE and a new entry into the field of IT and AI.I was motivated by one interview of brother Irfan where he advised the doctors to get a know-how of IT and on seeing this AI course ,I took this opportunity albeit a bit late to jump on the wagon.Let me tell you that I am amazed at the simplicity with which you deliver complex ideas into simpler ones. May Allah accept the efforts of all your team and at least for me I assure you that I will continue this journey and am eagerly waiting for the day when I can give a pleasant surprise.For as teacher myself I know how one feels when the student take his teacher advice and does something in the field. I wish I could do something to participate in this Sadaqa e Jariyah.",2023-07-12T20:40:46Z,2,2,positive
@asifusman7909,4,"Irfan sahib, Dr Sheraz sahib, Javed Iqbal sahib Zinda Bad, Pakistan Zindabad",2023-07-07T11:58:43Z,0,0,positive
@collegenawab3375,4,Keep up the good work Sir❤❤,2023-07-04T10:01:49Z,0,0,positive
@collegenawab3375,4,Good work Sir❤❤❤,2023-07-04T10:01:25Z,0,0,positive
@zainabnadeem5027,4,I am very happy you subscribers are increasing very fast 🎉,2023-06-29T18:39:10Z,0,0,positive
@zainabnadeem5027,4,Can anyone tell me what to post in LinkedIn???,2023-06-29T18:37:50Z,0,0,neutral
@life.is.enjoying,4,Excellent 👍👍,2023-06-29T18:16:53Z,0,0,positive
@life.is.enjoying,4,Thank you for starting training,2023-06-29T17:04:50Z,0,0,positive
@MerajKhan-so4nr,4,Assalamu Alaikum. I am watching and learning from the recordings. Thank you for starting this training. You are doing a great job educating us all.❤,2023-06-27T13:52:23Z,2,0,positive
@mughal92786,4,ماشاءاللہ! میں تو ڈاکٹر جاوید صاحب کا شکریہ ادا کرنا چاہتا ہوں کہ انہوں نے عرفان اور ڈاکٹر شیراز کو موٹیویٹ کیا۔ یہ صدقہ جاریہ ہے۔,2023-06-19T15:51:02Z,0,0,positive
